Local Date of Joining,Designation,Status,Market Unit,SkillList,Location
02/03/2015,SENIOR CONSULTANT,Billable,OTHER,Test Reporting,Noida
20/04/2015,CONSULTANT,Billable,OTHER,Test Reporting,Noida
08/04/2013,CONSULTANT,Billable,OTHER,Test Reporting,Hartford
12/01/2015,SENIOR SOFTWARE ENGINEER,Billable,BANK,"Data Warehousing,ETL",Bangalore
19/03/2015,SENIOR CONSULTANT,Billable,OTHER,Selenium,Pune
07/05/2015,CONSULTANT,Billable,OTHER,Selenium,Pune
27/08/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Selenium,Noida
16/06/2008,MANAGER,Billable,BANK,ETL,Hartford
06/03/2007,DIRECTOR,Billable,OTHER,Selenium,Bhubaneswar
07/05/2012,CONSULTANT,Billable,OTHER,Selenium,Hartford
22/08/2014,CONSULTANT,Billable,BANK,Angular.js,Pune
15/07/2013,MANAGER,Billable,BANK,Angular.js,Hyderabad
23/09/2013,CONSULTANT,Billable,BANK,"Angular.js,HTML",Hyderabad
02/04/2018,SENIOR CONSULTANT,Billable,BANK,Guidewire,Pune
28/08/2016,SENIOR CONSULTANT,Billable,BANK,Guidewire,Bhubaneswar
16/06/2014,CONSULTANT,Billable,BANK,Guidewire,Hyderabad
20/10/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Test Automation,Bangalore
26/02/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Test Automation,Pune
30/07/2015,CONSULTANT,Billable,OTHER,Test Automation,Bhubaneswar
20/08/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Quality Assurance,Gurgaon
24/12/2012,MANAGER,Billable,OTHER,Quality Assurance,Noida
15/05/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Quality Assurance,Pune
17/08/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Quality Assurance,Pune
12/10/2015,SENIOR CONSULTANT,Billable,OTHER,Quality Assurance,Pune
12/01/2015,SENIOR CONSULTANT,Billable,OTHER,Quality Assurance,Bhubaneswar
11/11/2013,SENIOR CONSULTANT,Billable,OTHER,"Project Management Framework,Visa H-1B (United States)",Bhubaneswar
18/06/2012,SENIOR CONSULTANT,Billable,BANK,"Business Analytics,Visa H-1B (United States)",Noida
03/01/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Business Analytics,Visa H-1B (United States)",Noida
30/01/2014,CONSULTANT,Billable,BANK,"Business Analytics,Visa H-1B (United States)",Bhubaneswar
31/08/2015,DIRECTOR,Billable,OTHER,"Project Management Framework,Visa H-1B (United States)",Pune
28/01/2017,CONSULTANT,Billable,OTHER,PMO (Account),Noida
26/05/2009,SENIOR DIRECTOR,Billable,OTHER,PMO (Account),Pune
17/09/2001,SENIOR MANAGER,Bench,OTHER,PMO (Account),Gurgaon
22/09/2014,PORTFOLIO MANAGER,Billable,OTHER,PMO (Account),Noida
10/11/2014,DIRECTOR,Billable,OTHER,PMO (Account),Pune
27/10/2014,ASSOCIATE CONSULTANT,Billable,OTHER,PMO (Account),Pune
08/01/2015,ASSOCIATE CONSULTANT,Billable,OTHER,PMO (Account),Noida
26/06/2014,ASSOCIATE CONSULTANT,Billable,BANK,Enterprise Solution,Gurgaon
17/10/2015,MANAGER,Billable,OTHER,PMO (Account),Noida
24/08/2015,MANAGER,Billable,OTHER,Selenium,Pune
22/10/2012,MANAGER,Billable,OTHER,Selenium,Gurgaon
24/05/2012,CONSULTANT,Billable,OTHER,Selenium,Pune
28/04/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Java,WebSphere App Server Admin",Hartford
27/10/2014,ASSOCIATE CONSULTANT,Billable,OTHER,"Splunk,MS/Windows Dev OPS",Bangalore
01/11/2012,SENIOR CONSULTANT,Billable,BANK,"Apache Java,Java,Spring Web Services",Bhubaneswar
02/11/2015,CONSULTANT,Billable,BANK,"Apache Java,Java,Spring Web Services",Pune
10/04/2017,CONSULTANT,Billable,BANK,Hadoop-Admin,Bhubaneswar
15/10/2012,MANAGER,Billable,OTHER,Project Management Framework,Pune
26/02/2015,ASSOCIATE CONSULTANT,Billable,BANK,"JavaScript,CSS",Gurgaon
07/04/2014,SENIOR CONSULTANT,Billable,#N/A,"(Consulting) - Business Analysis, Requirements",Pune
29/06/2015,CONSULTANT,Billable,#N/A,"(Consulting) - Business Analysis, Requirements",Pune
03/11/2014,MANAGER,Billable,OTHER,"Linux,Control+M",Pune
24/08/2015,SENIOR CONSULTANT,Billable,BANK,Hyperion Financial Management,Chennai
22/08/2015,PORTFOLIO MANAGER,Billable,BANK,Hadoop,Noida
09/04/2015,CONSULTANT,Billable,OTHER,Portfolio Management,Chennai
24/02/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Portfolio Management,Hyderabad
19/01/2015,MANAGER,Billable,BANK,Angular.js,Hyderabad
13/04/2015,CONSULTANT,Billable,BANK,Angular.js,Hyderabad
05/05/2014,SENIOR CONSULTANT,Billable,OTHER,Selenium,Pune
26/08/2011,SENIOR CONSULTANT,Billable,OTHER,VBA,Gurgaon
27/06/2017,SENIOR CONSULTANT,Billable,OTHER,VBA,Hartford
10/03/2011,PORTFOLIO MANAGER,Billable,OTHER,Unix,Gurgaon
13/01/2014,SENIOR CONSULTANT,Billable,OTHER,Unix,Gurgaon
21/04/2011,MANAGER,Billable,INS,.Net (WF),Hartford
12/09/2011,SENIOR CONSULTANT,Billable,INS,.Net (WF),Noida
15/06/2015,SENIOR CONSULTANT,Billable,INS,.Net (WF),Hartford
05/04/2012,CONSULTANT,Billable,INS,.Net (WF),Chennai
31/12/2012,MANAGER,Billable,BANK,CSS,Chennai
04/11/2013,SENIOR CONSULTANT,Billable,BANK,CSS,Chennai
17/03/2014,CONSULTANT,Billable,BANK,CSS,Chennai
12/05/2014,ASSOCIATE CONSULTANT,Billable,BANK,Java,Bhubaneswar
30/01/2017,CONSULTANT,Billable,OTHER,Jenkins,Noida
15/06/2015,DIRECTOR,Billable,OTHER,Jenkins,Chennai
28/08/2015,MANAGER,Billable,OTHER,Jenkins,Bhubaneswar
01/10/2012,SENIOR CONSULTANT,Billable,BANK,Backbase,Bhubaneswar
30/06/2014,CONSULTANT,Billable,BANK,Backbase,Pune
02/05/2013,CONSULTANT,Billable,BANK,Backbase,Bangalore
18/05/2015,CONSULTANT,Billable,BANK,Backbase,Hartford
15/02/2016,SENIOR DIRECTOR,Bench,BANK,Backbase,Gurgaon
16/05/2015,PORTFOLIO MANAGER,Bench,BANK,Backbase,Gurgaon
18/07/2016,MANAGER,Bench,BANK,Backbase,Chennai
01/05/2017,MANAGER,Billable,BANK,Backbase,Hyderabad
12/08/2010,CONSULTANT,Billable,BANK,Backbase,Bhubaneswar
20/11/2017,SENIOR CONSULTANT,Billable,BANK,Backbase,Bhubaneswar
27/06/2011,SENIOR CONSULTANT,Billable,BANK,Backbase,Bhubaneswar
14/06/2012,MANAGER,Billable,BANK,Backbase,Bangalore
05/11/2012,MANAGER,Billable,BANK,Backbase,Bhubaneswar
01/11/2012,SENIOR CONSULTANT,Billable,BANK,Backbase,Bhubaneswar
10/12/2012,ASSOCIATE CONSULTANT,Billable,BANK,Backbase,Bhubaneswar
10/12/2012,SENIOR CONSULTANT,Billable,BANK,Backbase,Pune
22/08/2013,CONSULTANT,Billable,BANK,Backbase,Hyderabad
19/05/2014,SENIOR DIRECTOR,Billable,BANK,Backbase,Pune
29/09/2014,ASSOCIATE CONSULTANT,Billable,BANK,Backbase,Pune
30/01/2017,CONSULTANT,Billable,BANK,Backbase,Bhubaneswar
11/12/2014,MANAGER,Billable,OTHER,PL SQL,Hyderabad
15/12/2014,ASSOCIATE CONSULTANT,Billable,OTHER,PL SQL,Pune
18/12/2014,CONSULTANT,Billable,OTHER,PL SQL,Pune
29/12/2014,MANAGER,Billable,OTHER,PL SQL,Chennai
15/01/2015,CONSULTANT,Billable,OTHER,"PL SQL,Oracle DB PL/SQL",Bangalore
19/01/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Oracle DB PL/SQL,Noida
23/02/2015,SENIOR CONSULTANT,Billable,OTHER,Oracle DB PL/SQL,Noida
16/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Backbase,Bhubaneswar
20/08/2015,SENIOR CONSULTANT,Billable,BANK,Business Analytics,Hartford
14/09/2015,SENIOR CONSULTANT,Billable,BANK,Business Analytics,Pune
28/09/2015,SENIOR CONSULTANT,Billable,BANK,Business Analytics,Gurgaon
21/09/2015,SENIOR CONSULTANT,Billable,BANK,Business Analytics,Gurgaon
01/11/2012,SENIOR CONSULTANT,Billable,#N/A,"(Consulting) - Business Analysis, Requirements",Bangalore
06/08/2012,ASSOCIATE CONSULTANT,Billable,#N/A,"(Consulting) - Business Analysis, Requirements",Bangalore
21/11/2013,CONSULTANT,Billable,BANK,Business Analytics,Gurgaon
01/02/2008,EXECUTIVE VICE PRESIDENT,Billable,BANK,ETL,Gurgaon
21/03/2018,SENIOR MANAGER,Bench,BANK,ETL,Pune
01/01/2011,SENIOR CONSULTANT,Billable,BANK,ETL,Noida
01/02/2011,SENIOR MANAGER,Billable,BANK,ETL,Pune
07/02/2018,MANAGER,Billable,BANK,Business Objects,Pune
01/03/2018,CONSULTANT,Billable,BANK,Business Objects,Noida
19/08/2013,SENIOR CONSULTANT,Billable,BANK,Business Objects,Noida
20/03/2014,CONSULTANT,Billable,BANK,Business Objects,Hyderabad
20/11/2010,MANAGER,Bench,BANK,Asscential- DataStage,Gurgaon
27/09/2010,MANAGER,Billable,BANK,Asscential- DataStage,Bhubaneswar
13/10/2014,MANAGER,Billable,BANK,Asscential- DataStage,Bhubaneswar
17/03/2014,ASSOCIATE CONSULTANT,Billable,BANK,Asscential- DataStage,Bhubaneswar
18/07/2011,SENIOR CONSULTANT,Billable,OTHER,PL SQL,Hyderabad
17/11/2015,SENIOR MANAGER,Billable,OTHER,PL SQL,Pune
05/08/2013,SENIOR CONSULTANT,Billable,OTHER,PL SQL,Bhubaneswar
01/06/2015,CONSULTANT,Billable,OTHER,PL SQL,Pune
25/03/2013,SENIOR CONSULTANT,Billable,OTHER,PL SQL,Bhubaneswar
10/08/2009,DIRECTOR,Billable,BANK,Java,Pune
03/11/2014,SENIOR CONSULTANT,Billable,#N/A,(T) Testing Tools / Testing Automation / Performance Testing Tools,Bhubaneswar
01/10/2014,SENIOR CONSULTANT,Billable,#N/A,(T) Testing Tools / Testing Automation / Performance Testing Tools,Pune
12/03/2008,SENIOR CONSULTANT,Billable,#N/A,(T) Testing Tools / Testing Automation / Performance Testing Tools,Pune
03/12/2009,CONSULTANT,Billable,OTHER,PL SQL,Bhubaneswar
02/08/2010,SENIOR CONSULTANT,Billable,INS,Agile,Pune
18/05/2015,SENIOR CONSULTANT,Billable,INS,Agile,Gurgaon
14/10/2013,MANAGER,Billable,INS,Agile,Hartford
22/07/2012,SENIOR CONSULTANT,Billable,OTHER,Scrum,Bhubaneswar
11/04/2011,SENIOR CONSULTANT,Billable,OTHER,Selenium,Bhubaneswar
04/04/2012,MANAGER,Billable,BANK,"Agile,Scrum",Gurgaon
31/01/2013,SENIOR CONSULTANT,Billable,BANK,Java,Gurgaon
20/02/2014,CONSULTANT,Billable,BANK,Java,Pune
02/06/2014,MANAGER,Billable,BANK,Java,Gurgaon
20/10/2014,SENIOR CONSULTANT,Billable,BANK,Java,Noida
30/06/2014,CONSULTANT,Billable,BANK,Java,Bangalore
03/07/2014,CONSULTANT,Billable,BANK,Java,Hartford
30/10/2014,ASSOCIATE CONSULTANT,Billable,BANK,Java,Hyderabad
16/09/2015,MANAGER,Billable,BANK,Business Analytics,Hyderabad
08/04/2013,SENIOR CONSULTANT,Billable,BANK,Business Analytics,Gurgaon
15/11/2013,MANAGER,Billable,BANK,Business Analytics,Gurgaon
09/01/2017,ASSOCIATE CONSULTANT,Billable,BANK,Business Analytics,Bhubaneswar
01/07/2015,MANAGER,Billable,BANK,"Java,Angular.js",Hyderabad
27/07/2015,SENIOR CONSULTANT,Billable,BANK,"Java,Angular.js",Noida
22/07/2013,SENIOR CONSULTANT,Billable,BANK,"Java,Angular.js",Hartford
08/04/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Angular.js",Noida
28/06/2010,MANAGER,Billable,BANK,"Java,Angular.js",Hartford
10/03/2014,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Angular.js",Chennai
04/05/2015,SENIOR CONSULTANT,Billable,BANK,"Java,Angular.js",Bhubaneswar
29/07/2017,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Angular.js",Bhubaneswar
29/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,"Java,Angular.js",Bhubaneswar
24/08/2015,CONSULTANT,Billable,BANK,"Java,Angular.js",Noida
15/09/2014,CONSULTANT,Billable,BANK,Asscential- DataStage,Bhubaneswar
19/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,HTML,Gurgaon
14/04/2014,CONSULTANT,Billable,BANK,Java (Multi Skilled),Noida
05/05/2014,SENIOR CONSULTANT,Billable,BANK,AutomationAnywhere,Pune
11/03/2013,ASSOCIATE CONSULTANT,Billable,BANK,Business Objects,Bhubaneswar
03/01/2017,MANAGER,Billable,BANK,Angular.js,Bhubaneswar
19/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Filenet,Bhubaneswar
08/06/2015,SENIOR CONSULTANT,Billable,BANK,Java,Chennai
03/05/2012,ASSOCIATE CONSULTANT,Billable,BANK,Java (Multi Skilled),Hartford
14/06/2017,CONSULTANT,Billable,OTHER,Microservices Architecture,Bangalore
16/02/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Microservices Architecture,Bhubaneswar
12/02/2018,SENIOR CONSULTANT,Billable,BANK,Java (Multi Skilled),Pune
26/05/2014,ASSOCIATE CONSULTANT,Billable,BANK,Java (Multi Skilled),Gurgaon
01/05/2012,SENIOR DIRECTOR,Billable,BANK,Java (Multi Skilled),Noida
11/12/2017,CONSULTANT,Billable,BANK,Java (Multi Skilled),Hartford
02/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Java (Multi Skilled),Gurgaon
25/02/2013,ASSOCIATE CONSULTANT,Billable,BANK,ETL,Pune
05/08/2013,SENIOR CONSULTANT,Billable,BANK,Filenet,Pune
20/08/2015,ASSOCIATE CONSULTANT,Billable,BANK,Hadoop,Gurgaon
06/04/2015,SENIOR MANAGER,Billable,BANK,Hadoop,Bhubaneswar
03/02/2014,CONSULTANT,Billable,BANK,Angular.js,Pune
01/01/2011,MANAGER,Billable,BANK,Business Analytics,Noida
01/07/2015,CONSULTANT,Billable,BANK,Business Analytics,Bhubaneswar
29/05/2014,CONSULTANT,Billable,BANK,Business Analytics,Chennai
27/03/2018,SENIOR CONSULTANT,Billable,BANK,Business Analytics,Bhubaneswar
03/09/2012,SENIOR CONSULTANT,Billable,BANK,Business Analytics,Pune
13/01/2014,SENIOR CONSULTANT,Billable,BANK,Java (Multi Skilled),Noida
16/08/2010,SENIOR DIRECTOR,Bench,OTHER,PL SQL,Gurgaon
30/12/2013,SENIOR CONSULTANT,Billable,BANK,"BigData,ETL,SQL",Hartford
12/08/2010,SENIOR MANAGER,Billable,OTHER,TOSCA,Pune
22/07/2013,ASSOCIATE CONSULTANT,Billable,OTHER,TOSCA,Bhubaneswar
26/03/2014,SENIOR CONSULTANT,Billable,BANK,IBM MDM,Noida
12/01/2015,DIRECTOR,Billable,BANK,Java,Chennai
29/01/2015,SENIOR CONSULTANT,Billable,BANK,C++,Pune
23/03/2015,MANAGER,Billable,OTHER,UI,Noida
16/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,Control-M (Mainframe),Gurgaon
19/08/2010,MANAGER,Billable,BANK,Angular.js,Chennai
13/07/2017,SENIOR MANAGER,Bench,BANK,Angular.js,Hartford
12/04/2010,SENIOR CONSULTANT,Billable,#N/A,"(Architecture) - Architecture, Solution Designing, Farm Structure/Topology",Noida
20/04/2015,SENIOR CONSULTANT,Billable,BANK,Hadoop-HIVE,Pune
01/06/2015,MANAGER,Billable,BANK,Business Analytics,Bangalore
25/09/2017,SENIOR CONSULTANT,Billable,BANK,Business Analytics,Noida
09/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Business Analytics,Pune
29/08/2013,ASSOCIATE CONSULTANT,Billable,BANK,Business Analytics,Hartford
25/10/2010,MANAGER,Billable,BANK,Business Analytics,Pune
21/03/2011,SENIOR CONSULTANT,Billable,OTHER,QlikView,Bhubaneswar
11/07/2016,CONSULTANT,Billable,OTHER,QlikView,Hyderabad
16/04/2015,CONSULTANT,Billable,OTHER,QlikView,Gurgaon
20/03/2017,MANAGER,Billable,OTHER,QlikView,Hyderabad
10/12/2012,MANAGER,Billable,OTHER,QlikView,Gurgaon
23/04/2015,MANAGER,Billable,BANK,Cognos,Pune
16/03/2015,SENIOR CONSULTANT,Billable,BANK,Cognos,Bhubaneswar
15/11/2012,ASSOCIATE CONSULTANT,Billable,BANK,Cognos,Hartford
20/01/2015,CONSULTANT,Billable,BANK,Cognos,Hartford
12/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Cognos,Hartford
04/09/2014,CONSULTANT,Billable,OTHER,Tableau,Gurgaon
20/05/2013,ASSOCIATE CONSULTANT,Billable,OTHER,Tableau,Chennai
12/05/2014,CONSULTANT,Billable,OTHER,Tableau,Gurgaon
05/12/2016,CONSULTANT,Billable,OTHER,Tableau,Pune
05/01/2012,SENIOR CONSULTANT,Billable,OTHER,Tableau,Noida
20/10/2014,SENIOR CONSULTANT,Billable,OTHER,Tableau,Hyderabad
26/07/2010,CONSULTANT,Billable,OTHER,QlikView,Hyderabad
27/07/2015,CONSULTANT,Billable,INS,Ab Initio,Gurgaon
15/04/2013,CONSULTANT,Billable,INS,Ab Initio,Hartford
04/11/2010,SENIOR CONSULTANT,Billable,OTHER,"Selenium,(T) Testing Tools / Testing Automation / Performance Testing Tools",Hartford
17/02/2010,SENIOR MANAGER,Billable,BANK,Java,Gurgaon
24/02/2014,ASSOCIATE CONSULTANT,Billable,INS,.Net (WF),Bangalore
01/04/2011,DIRECTOR,Bench,BANK,IBM Datastage,Noida
28/05/2016,SENIOR CONSULTANT,Billable,BANK,IBM Datastage,Pune
23/07/2015,ASSOCIATE CONSULTANT,Billable,BANK,IBM Datastage,Pune
28/06/2010,SENIOR CONSULTANT,Billable,BANK,IBM Datastage,Pune
03/05/2012,CONSULTANT,Billable,BANK,IBM Datastage,Hartford
17/11/2014,ASSOCIATE CONSULTANT,Billable,INS,"Agile Software Development,Teradata,Business Consulting",Pune
15/05/2006,SENIOR MANAGER,Billable,BANK,Angular.js,Pune
15/09/2008,CONSULTANT,Billable,BANK,Cloud,Pune
17/09/2017,CONSULTANT,Billable,OTHER,Mulesoft ESB,Bhubaneswar
28/03/2013,CONSULTANT,Billable,BANK,Hadoop,Noida
05/12/2016,CONSULTANT,Billable,BANK,Hadoop,Gurgaon
26/02/2015,ASSOCIATE CONSULTANT,Billable,BANK,Hadoop,Gurgaon
05/03/2015,CONSULTANT,Billable,#N/A,"(Consulting) - Business Analysis, Requirements",Gurgaon
20/05/2013,MANAGER,Billable,BANK,Analytics,Chennai
20/07/2013,SENIOR MANAGER,Billable,#N/A,(T) Data Science and Analytics,Chennai
04/03/2013,SENIOR CONSULTANT,Billable,BANK,Analytics,Gurgaon
31/10/2015,SENIOR CONSULTANT,Billable,BANK,Cloud,Gurgaon
06/09/2012,CONSULTANT,Billable,OTHER,"PL SQL,Unix Shellscript,Control+M",Bhubaneswar
18/12/2014,CONSULTANT,Billable,OTHER,"PL SQL,Unix,Control+M",Bangalore
23/03/2015,SENIOR CONSULTANT,Billable,OTHER,Mulesoft API,Noida
21/03/2013,ASSOCIATE CONSULTANT,Billable,BANK,"Hadoop-AWS EMR,Scala,Spark MLLib",Bhubaneswar
11/03/2013,ASSOCIATE CONSULTANT,Billable,OTHER,Mulesoft ESB,Bhubaneswar
11/03/2013,CONSULTANT,Billable,BANK,Angular.js,Bhubaneswar
04/03/2013,CONSULTANT,Billable,BANK,Hbase,Gurgaon
26/05/2014,ASSOCIATE CONSULTANT,Billable,BANK,Hbase,Hyderabad
03/08/2007,MANAGER,Billable,OTHER,Spring,Bhubaneswar
30/09/2013,CONSULTANT,Billable,INS,Ab Initio,Noida
01/10/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Mulesoft ESB,Gurgaon
11/01/2018,CONSULTANT,Billable,OTHER,Mulesoft ESB,Bhubaneswar
21/05/2015,CONSULTANT,Billable,OTHER,Mulesoft ESB,Gurgaon
13/07/2015,MANAGER,Billable,OTHER,Mulesoft ESB,Pune
01/04/2010,SENIOR CONSULTANT,Billable,OTHER,Mulesoft ESB,Bhubaneswar
29/08/2013,CONSULTANT,Billable,BANK,Cloud,Gurgaon
02/04/2015,MANAGER,Billable,BANK,Cloud,Chennai
25/02/2013,ASSOCIATE CONSULTANT,Billable,BANK,Cloud,Bhubaneswar
09/03/2015,MANAGER,Billable,BANK,Cloud,Bhubaneswar
08/08/2008,CONSULTANT,Billable,BANK,Cloud,Chennai
20/05/2013,ASSOCIATE CONSULTANT,Billable,BANK,Angular.js,Bhubaneswar
03/03/2014,ASSOCIATE CONSULTANT,Billable,BANK,Angular.js,Noida
19/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Angular.js,Gurgaon
30/04/2010,SENIOR CONSULTANT,Billable,BANK,Angular.js,Bhubaneswar
07/09/2015,CONSULTANT,Billable,BANK,ETL,Noida
03/09/2016,MANAGER,Billable,OTHER,Project Management Framework,Gurgaon
12/11/2012,CONSULTANT,Billable,OTHER,Testing Manual,Gurgaon
07/04/2018,PORTFOLIO MANAGER,Billable,BANK,"BigData,Cloud",Hyderabad
06/04/2015,CONSULTANT,Billable,BANK,Business Analytics,Gurgaon
08/10/2012,CONSULTANT,Billable,BANK,"Collibra,Content & Document Management,(Consulting) - Business Analysis, Requirements",Bhubaneswar
08/02/2010,CONSULTANT,Billable,BANK,Business Analytics,Bhubaneswar
26/02/2018,SENIOR CONSULTANT,Billable,BANK,Business Analytics,Gurgaon
09/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Business Analytics,Hyderabad
19/01/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Teradata,Chennai
20/06/2011,DIRECTOR,Billable,BANK,Hadoop,Hyderabad
06/09/2016,SENIOR CONSULTANT,Billable,BANK,IBM Datastage,Gurgaon
17/12/2012,SENIOR CONSULTANT,Billable,BANK,IBM Datastage,Gurgaon
02/07/2013,CONSULTANT,Billable,BANK,IBM Datastage,Gurgaon
05/08/2013,MANAGER,Billable,BANK,Hadoop,Noida
18/11/2013,MANAGER,Billable,OTHER,Project Management Framework,Noida
21/09/2015,DIRECTOR,Billable,#N/A,"(Architecture) - Architecture, Solution Designing, Farm Structure/Topology",Hyderabad
08/09/2015,MANAGER,Billable,BANK,Fundtech - Global PayPlus (GPP),Chennai
03/12/2016,SENIOR CONSULTANT,Billable,BANK,Fundtech - Global PayPlus (GPP),Bhubaneswar
11/03/2013,SENIOR CONSULTANT,Billable,BANK,Fundtech - Global PayPlus (GPP),Chennai
29/01/2015,ASSOCIATE CONSULTANT,Billable,BANK,Fundtech - Global PayPlus (GPP),Bhubaneswar
29/01/2015,MANAGER,Billable,BANK,IBM MDM,Gurgaon
26/02/2015,ASSOCIATE CONSULTANT,Billable,BANK,IBM MDM,Noida
26/02/2015,ASSOCIATE CONSULTANT,Billable,BANK,Backbase,Bangalore
26/02/2015,ASSOCIATE CONSULTANT,Billable,OTHER,"REST API,Webservices",Bangalore
30/03/2015,ASSOCIATE CONSULTANT,Billable,BANK,Angular.js,Bhubaneswar
06/08/2012,CONSULTANT,Billable,BANK,Angular.js,Bhubaneswar
20/02/2014,SENIOR CONSULTANT,Billable,BANK,Angular.js,Pune
03/10/2013,CONSULTANT,Billable,BANK,Angular.js,Noida
30/09/2009,SENIOR MANAGER,Billable,BANK,Java,Bangalore
01/06/2010,SENIOR MANAGER,Billable,BANK,Java,Hyderabad
08/08/2011,MANAGER,Billable,BANK,Java,Bhubaneswar
29/10/2011,SENIOR CONSULTANT,Billable,OTHER,Performance Testing,Gurgaon
02/07/2016,MANAGER,Billable,OTHER,Performance Testing,Bhubaneswar
30/10/2014,CONSULTANT,Billable,OTHER,Performance Testing,Noida
01/09/2010,SENIOR CONSULTANT,Billable,OTHER,"REST API,Webservices",Bangalore
11/05/2015,CONSULTANT,Billable,OTHER,"REST API,Webservices",Hartford
29/01/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Pega,Noida
03/11/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Pega,Chennai
01/07/2015,SENIOR DIRECTOR,Billable,OTHER,Selenium,Gurgaon
14/02/2011,MANAGER,Billable,#N/A,(T) Payment solutions,Bangalore
16/10/2017,SENIOR CONSULTANT,Billable,#N/A,(T) Payment solutions,Hartford
25/02/2013,ASSOCIATE CONSULTANT,Billable,BANK,Backbase,Hartford
04/05/2013,PORTFOLIO MANAGER,Bench,BANK,Backbase,Hartford
15/02/2010,CONSULTANT,Billable,BANK,"Java,Selenium,(T) Testing Tools / Testing Automation / Performance Testing Tools",Hyderabad
07/11/2011,SENIOR CONSULTANT,Billable,OTHER,"Webservices,REST API",Chennai
14/12/2014,SENIOR CONSULTANT,Billable,OTHER,Performance Testing,Pune
01/08/2011,SENIOR MANAGER,Billable,OTHER,Performance Testing,Bhubaneswar
02/09/2013,CONSULTANT,Billable,OTHER,Test Environment Management,Gurgaon
16/11/2009,CONSULTANT,Billable,OTHER,"Transformation & Change,(T) Testing Tools / Testing Automation / Performance Testing Tools",Gurgaon
01/07/2015,EXECUTIVE VICE PRESIDENT,Bench,#N/A,"(Architecture) - Architecture, Solution Designing, Farm Structure/Topology,Java",Bhubaneswar
02/03/2010,SENIOR CONSULTANT,Billable,OTHER,Performance Testing,Pune
02/07/2016,SENIOR CONSULTANT,Billable,OTHER,Performance Testing,Noida
16/04/2012,MANAGER,Billable,BANK,Angular.js,Bhubaneswar
22/05/2014,SENIOR CONSULTANT,Billable,OTHER,Mainframe-Testing,Noida
13/07/2015,SENIOR MANAGER,Billable,OTHER,"Selenium,Testing Manual",Pune
06/07/2015,CONSULTANT,Billable,OTHER,Mulesoft API,Pune
03/03/2008,CONSULTANT,Billable,BANK,CONTROL-M,Noida
30/11/2015,CONSULTANT,Billable,BANK,CONTROL-M,Noida
26/02/2015,ASSOCIATE CONSULTANT,Billable,BANK,CONTROL-M,Hartford
17/08/2015,SENIOR CONSULTANT,Billable,BANK,CONTROL-M,Gurgaon
24/04/2014,CONSULTANT,Billable,BANK,CONTROL-M,Hyderabad
18/09/2014,ASSOCIATE CONSULTANT,Billable,BANK,CONTROL-M,Chennai
10/11/2014,CONSULTANT,Billable,BANK,CONTROL-M,Hartford
07/09/2015,SENIOR CONSULTANT,Billable,BANK,CONTROL-M,Bangalore
15/01/2015,SENIOR CONSULTANT,Billable,BANK,IBM Datastage,Gurgaon
08/06/2015,CONSULTANT,Billable,BANK,IBM Datastage,Noida
12/08/2013,CONSULTANT,Billable,BANK,IBM Datastage,Hyderabad
17/07/2014,CONSULTANT,Billable,BANK,IBM Datastage,Gurgaon
23/01/2014,ASSOCIATE CONSULTANT,Billable,BANK,IBM Datastage,Hyderabad
01/10/2012,CONSULTANT,Billable,BANK,IBM Datastage,Noida
05/04/2012,CONSULTANT,Billable,BANK,IBM Datastage,Hyderabad
17/07/2008,SENIOR CONSULTANT,Billable,BANK,IBM Datastage,Bhubaneswar
20/06/2011,DIRECTOR,Billable,BANK,IBM Datastage,Gurgaon
02/08/2012,SENIOR CONSULTANT,Billable,BANK,IBM Datastage,Gurgaon
19/11/2012,SENIOR CONSULTANT,Billable,BANK,IBM Datastage,Pune
